News_Title,News_Description,Date,Category
 New entrepreneurs will 'fall behind' as uneven gas rates threaten industry competition ,"
                        
                        
                        Many entrepreneurs and business owners view the interim government's decision to set separate gas prices for new and old industrial customers as “double standards”.
They argue that raising gas prices by 33 percent for new consumers while keeping lower rates for older ones, not only undermines competitiveness but also risks triggering inflation and discouraging fresh investment.
Terming the decision “unjustified” and “without precedent”, critics fear the move will create an uneven playing field in the industrial sector, dampening the enthusiasm of aspiring entrepreneurs.
The Bangladesh Energy Regulatory Commission (BERC) announced a 33 percent hike in the gas price per cubic foot for new industries and captive power plants on Sunday.
According to the BERC's decision, the price of gas used for power generation (captive) has risen from Tk 31.50 to Tk 42. 
The gas prices for new industrial connections have been set at Tk 40, up from Tk 30.
It says industries approved after Apr 13 will have to pay the increased rates for gas while existing consumers will continue to buy gas at the old rates for up to 50 percent of their load; the rest will be purchased at the new higher rates.


The government has justified this price hike as part of efforts to reduce subsidies.
Zahid Hussain, former chief economist at the World Bank's Dhaka office, sees no logic in setting separate prices for “new” and “old” customers as a method of subsidy reduction.
Speaking to bdnews24.com, he said: ""Even under a microscope, you won't find an explanation for this in the economy; it simply doesn't have one. 
“It, however, can be understood from a political-economic standpoint.""
The economist pointed to a possible reason. “Large, long-standing businesses were vocal during the public hearing on gas price hikes. The government perhaps didn’t want to provoke them, so it spared them. 
“Without raising prices and cutting subsidies, the next [International Monetary Fund] loan tranche might have been in jeopardy,” he added.
bdnews24.com sent a message to Energy Advisor Fouzul Kabir Khan, asking whether the two-tier pricing would cause discrimination and obstruct investment, but received no reply.
Explaining the reason for the price hike to German-based media Deutsche Welle, Fouzul said: ""This will not hinder investment; rather, it will strengthen investment.""
“We have to remember, our gas reserves are depleting,” he added. “To meet the gap, we are importing LNG at Tk 70 per cubic metre. If we’re supplying gas at Tk 30, we’re giving a subsidy of Tk 40. 
“How long can we afford that?” the advisor asked.


Economist Zahid agrees that the price hike might not directly discourage new investors, as gas prices alone are not the sole factor determining investment decisions.
“This isn’t the only parameter influencing investment,” he said. “If other facilities are in place, investors might be able to adjust. 
“But the disparity created between old and new consumers—there’s no justification for that.”
He added, “The gas price hike should arguably affect the older players more than the new ones.
“The older companies have a greater capacity to absorb pressure. They can also speak out.”
 “But the new ones? They have no representation. Who will speak up for them?”
Some have interpreted the price hike as part of a broader attempt to phase out subsidies in the energy sector.
Mohiuddin Rubel, former director of Bangladesh Garment Manufacturers and Exporters Association (BGMEA) and managing director of Bangladesh Apparel Exchange, believes uninterrupted gas supply is the more critical issue.
 “If gas is supplied reliably, costs in captive power generation will drop, allowing for adjustment,” he told bdnews24.com.
“But the government’s message is that, for now, only new consumers will pay more — the older ones will follow. Perhaps the government plans to eliminate all subsidies.”
The Foreign Investors’ Chamber of Commerce and Industry (FICCI), an organisation representing foreign investors in Bangladesh, fears that prices for older consumers may also rise once their contracts are up for renewal.


In a media statement on Tuesday, the organisation described the two-tier pricing as “unacceptable”. 
“Separate gas tariffs have been set for new consumers, committed consumers, and existing consumers — this is entirely unacceptable,” the statement reads.

 “These price structures will severely hinder new investment and industrial expansion. Such dual pricing not only violates the principle of fair competition but also undermines equal opportunity in a competitive market,” it added.
To attract foreign investment, the Muhammad Yunus-led government hosted a major investment summit last week with investors from 50 countries.
At the event, Bangladesh Bank announced the creation of a special Tk 9 billion fund for new entrepreneurs.
Critics are calling out the contradiction: inviting investment on the one hand while creating barriers through higher energy costs on the other. 
“At a time when the government is taking multiple steps to attract investment, imposing higher gas prices on only new industries and investors is a contradictory approach,” said the FICCI.
This policy shift also coincides with a slump in private-sector investment.
According to the central bank, private sector credit growth dropped to 6.82 percent in February—the lowest in over a decade.
Analysts noted that in the Ease of Doing Business index, greater emphasis is placed on offering opportunities to new entrants, including uninterrupted access to energy.
Humayra Ferdous, a specialist in local industrial development and sustainable technology, said the gas hike would push back new entrepreneurs and hamper the emergence of new industries. 
“As a result, import dependency will increase,” she warned.
The American International University–Bangladesh (AIUB) professor told bdnews24.com: “Ease of Doing Business means ensuring easy access to energy and other services. 
“Raising gas prices for new businesses means they won’t be able to compete with established players. The advantage will go to the bigger ones.”
She explained that older and larger industrial enterprises are more capable of absorbing the cost burden — new ones are not.
Humayra said: “The government could have increased corporate tax rates for large industrial groups to raise revenue. They’re already established — it’s time they shared some benefits with the state,” Humayra said.
“But if energy costs are raised, new companies simply won’t emerge. Then how will employment be generated? Everything would have to be imported,” she concluded.

[Writing in English by Sheikh Fariha Bristy]
                    ","17 Apr 2025, 02:03 AM",business
" Government priotises gas supply to export-oriented, EPZ factories ","
                        
                        
                        The interim government has decided to resume gas connections for industries after a prolonged suspension caused by supply shortages.


Priority will be given to export-oriented factories and those located in export processing zones (EPZs).


The Energy and Mineral Resources Division conveyed the decision to Petrobangla on Wednesday, according to officials.


Power, Energy and Mineral Resources Advisor Fouzul Kabir Khan said instructions have been issued to ensure proper gas supply to newly connected industrial units.


He said the move came after the Bangladesh Energy Regulatory Commission (BERC) revised gas prices. 


“Gas connections will be given to export-oriented industries and factories in EPZs on a priority basis,” he added.


New gas connections for industrial units had been suspended for a long time due to the ongoing energy crisis. 


Even existing factories were struggling to receive their required supply. 


The interim government’s decision is being viewed as a positive step in the current circumstances.


Md Rafiqul Islam, director of operations at Petrobangla, told bdnews24.com that several long-pending applications remain with different distribution companies. 


“The matter of connecting export-oriented industrial units has been under discussion for some time. Now a positive decision has come from the government side,” he said.


The BERC on Sunday raised gas prices by 33 percent for new industries and for captive power generation at industrial units.


Under the new pricing, gas used for captive power generation has increased from Tk 31.50 to Tk 42 per cubic foot. 


For new industrial connections, the gas price has been set at Tk 40, up from Tk 30.


According to the BERC, industries receiving approval after Apr 13 will have to purchase gas at the new rates. 


In contrast, committed customers – those who have already received demand notes – will receive 50 percent of their approved load at the previous rate. 


The remainder must be purchased at the new rate.


The revised prices will be applicable from the current month’s bill.
                    ","17 Apr 2025, 01:34 AM",business
" Government lifts advance tax on unrefined soyabean, palm oil imports ","
                        
                        
                        The National Board of Revenue (NBR) has withdrawn the 5 percent advance tax on imports of unrefined soyabean and palm oil, just a day after cooking oil prices were hiked by Tk 14 per litre following traders’ demands.

The tax exemption was announced through a special order issued on Tuesday and made public on Wednesday.

The directive, signed by NBR’s First Secretary (VAT Policy) Md Moshiur Rahman, clarified that the exemption applies specifically to the import of crude soyabean and palm oil, which had previously been subjected to a 5 percent advance tax.

On Tuesday, the interim government set the new price of bottled soyabean oil at Tk 189 per litre while loose soyabean oil was priced at Tk 169 per litre.

The price of bottled soyabean was last revised on Dec 9, 2024, when it was set at Tk 175 per litre.

On Sunday, Bashir Uddin said: “We’ve revised the prices of soybean oil based on the international market and [Bangladesh Trade and Tariff Commission] formula.”

“According to the formula, each litre of [soyabean] oil costs Tk 197. But we set the price after discussing it with industry stakeholders.”

Citing the withdrawal of tax exemption benefits as the reason for the price hike, the advisor said, ""The government exempted tax for cooking oil. This caused a Tk 5.5 billion drop in revenue collection per month.""

“We have limitations in granting revenue exemptions to meet operating expenses of the government. A tax exemption of about Tk 20 billion was granted with Ramadan in mind. The tax exemption for soyabean oil has been withdrawn for now.""

The government's decision to cut cooking oil excise duty before Ramadan to keep the prices affordable expired on Mar 31. Mill owners proposed raising prices before that, suggesting a Tk 18 hike for bottled and Tk 13 for loose soyabean oil.

Earlier, on Oct 17, 2024, the NBR exempted 15 percent VAT at the production stage and 5 percent at trading for both refined and unrefined soyabean and palm oil supply.

On Apr 1, the day after the VAT exemption expired, traders announced bringing the proposed price hike into effect.

Bangladesh Vegetable Oil Refiners and Vanaspati Manufacturers Association sent a letter to the commerce ministry and the tariff commission on Mar 27 informing them of the decision.

Discussions between the government and traders resumed after the Eid-ul-Fitr holidays, leading to Tuesday’s revised pricing that aligned closely with the traders’ proposals.
                    ","16 Apr 2025, 09:47 PM",business
" Salman, Shayan, Shibli face embezzlement charges in IFIC Aamar bond ‘fraud’ ","
                        
                        
                        The Anti-Corruption Commission (ACC) is preparing to initiate an embezzlement case against former IFIC Bank chairman Salman F Rahman, his son Shayan F Rahman, former BSEC chairman Shibli Rubayat Ul Islam, and 27 others on charges of “fraud” over IFIC Aamar Bond.

ACC Director General Akhtar Hossain said on Wednesday that the case will be filed by Assistant Director Sajjad Hossain, and it has already been greenlit by the anti-graft agency.

The accused allegedly misappropriated Tk 10 billion from the market.

Real estate company Sreepur Township issued bonds with good dividends in 2023, claiming to raise funds for a large housing project in Gazipur. They raised Tk 10 billion from the market by selling the bonds, called “IFIC Aamar Bond”.

Despite what the name suggests, the bond is not IFIC’s. The bank is simply the guarantor of the bond, though the promotional campaign made it seem that it was issued by the bank.

Deposed prime minister Sheikh Hasina’s advisor and Beximco Group Chairman Salman and Shayan are stakeholders of the company, also shareholders of IFIC bank, raising questions about conflict of interest over issuing the bond.

Although Sreepur Township, established in March 2023, had no previous experience in flat construction or plot management, IFIC chose to be the guarantor of its bond.

In other words, Sreepur Township was given a guarantee to withdraw money using the good reputation of IFIC Bank.

The name of IFIC Bank was written prominently in newspaper promotions, while Sreepur Township was mentioned in small letters, which was a fraud on the investors.

According to ACC findings, the actual value of the land shown as security for the bond was Tk 870 million, but it was shown as Tk 10.2 billion.

Of the money withdrawn from the market, Tk 2 billion was converted into fixed deposits (FDR) and paid to the investors as interest. The remaining Tk 8 billion was transferred to the accounts of different companies owned by Salman, including Beximco Engineering Limited.

According to the ACC, suspicious transactions and cash withdrawals were made from these accounts for “embezzlement and laundering”.

ACC alleges that the accused colluded for offences like ""conspiracy, abuse of power, fraud and deceit"". They issued bonds on the basis of “overvaluation” without collecting CIB reports and without properly verifying the mortgaged property. Since the money ultimately belonged to the government and the people, it was a “crime punishable under the laws related to “embezzlement and money laundering”.
Apart from the three, the ACC plans to accuse Sreepur Township Managing Director Md Mashiuzzaman, Director Tilat Shahrin, former managing director of IFIC Bank Md Shah Alam Sarwar, and former independent director Sudhangshu Shekhar Biswas, ARM Nazmus Sakib, Quamrun Nahar Ahmed, Rabeya Jamali, Golam Mostofa and Md Zafar Iqbal in the case.
Besides, former Bangladesh Securities and Exchange Commission (BSEC) commissioner Rumana Islam, Mizanur Rahman, Shaikh Shamsuddin Ahmed and Md Abdul Halim will also be named as accused, according to the ACC.
IFIC Bank's Deputy Managing Director and Chief Credit Officer Syed Mansur Mustafa, Head of Loan Performance Management Shah Md Moinuddin, Chief Business Officer (Retail) Md Rafiqul Islam, Chief Business Officer (Corporate) Gitanka D Datta, Chief of IT Md Nurul Hasnat, Chief Information Officer Monitur Rahman and Head of Treasury Mohammad Sahin Uddin also face charges.
Alongside them, former manager and FVP of the Dhanmondi branch Nazimul Haque, former manager Hossain Shah Ali, Relationships Manager Sardar Mominul Islam, Sandhani Life Insurance Company Chief Executive Officer (CEO) Nimai Kumar Saha, Company Secretary Md. Mizanur Rahman, former branch anti-money laundering compliance officers of IFIC Bank Ayesha Siddika and Sylvia Chowdhury face charges as well.
They face charges under Sections 409/420/467/468/471/477(a)/109 of the Penal Code, Section 5(2) of the Prevention of Corruption Act, 1947, and Section 4 of the Prevention of Money Laundering Act, 2012.
The ACC said these people had raised Tk 10 billion from these investors in the name of Sreepur Township, which was “freshly registered and under inexperienced ownership”.
                    ","16 Apr 2025, 08:38 PM",business
" Import of services not included in US-Bangladesh trade deficit calculation, says commerce advisor ","
                        
                        
                        Commerce Advisor Sheikh Bashir Uddin has said a team will visit the United States next week to discuss tariffs levied on Bangladeshi products, which the Trump administration says was a move to reduce the bilateral trade deficit.
The trade deficit stands at $6 billion between the countries, meaning, Bangladesh ships goods worth $6 billion more to the US than what the country sends over.
On Wednesday, Bashir Uddin said the United States only takes into account goods, not services, in calculating the deficit, he added.
Bangladesh’s exports to the US are worth $8 billion while imports are goods worth $2 billion, he said and added: “The trade deficit calculation is becoming conceptual.”
""The whole trade deficit debate is becoming speculative. We’ve prepared several action plans with the advice of the country's eminent economists to determine how we can reduce the trade deficit with the US.""
“Chief Advisor’s Special Envoy Lutfey Siddiqi and the commerce secretary are scheduled to visit the US next week. They will be connected to the Office of the US Trade Representative there,” he added.
He said 75 percent of Bangladesh imports are either cotton, liquified natural gas (LNG), soyabean, or metal scraps.
Trump’s new tariffs on goods from over 100 countries will impose a 37 percent supplementary tariff on Bangladeshi exports, increasing the total tariff to 52 percent, up from the previous 15 percent.
Traders fear that the imposition of the tariff could reduce Bangladesh's export capability to the US, the country's main export market.
However, the Trump administration has suspended the imposition of additional tariffs for 90 days following a request from the chief advisor.

""The credit cards we use, Google, Facebook, the international banking system, these are the services of the United States. They do not take into account the export of these services.""

Bashir Uddin said the issues would be raised in the top-level discussion ahead between the two countries, underlining the trade deficit as an important issue for Bangladesh as the US is the single largest buyer of the country’s export goods.
                    ","16 Apr 2025, 06:25 PM",business
" Import of services not included in US-Bangladesh trade deficit calculation, says commerce advisor ","
                        
                        
                        Commerce Advisor Sheikh Bashir Uddin has said a team will visit the United States next week to discuss tariffs levied on Bangladeshi products, which the Trump administration says was a move to reduce the bilateral trade deficit.
The trade deficit stands at $6 billion between the countries, meaning, Bangladesh ships goods worth $6 billion more to the US than what the country sends over.
On Wednesday, Bashir Uddin said the United States only takes into account goods, not services, in calculating the deficit, he added.
Bangladesh’s exports to the US are worth $8 billion while imports are goods worth $2 billion, he said and added: “The trade deficit calculation is becoming conceptual.”
""The whole trade deficit debate is becoming speculative. We’ve prepared several action plans with the advice of the country's eminent economists to determine how we can reduce the trade deficit with the US.""
“Chief Advisor’s Special Envoy Lutfey Siddiqi and the commerce secretary are scheduled to visit the US next week. They will be connected to the Office of the US Trade Representative there,” he added.
He said 75 percent of Bangladesh imports are either cotton, liquified natural gas (LNG), soyabean, or metal scraps.
Trump’s new tariffs on goods from over 100 countries will impose a 37 percent supplementary tariff on Bangladeshi exports, increasing the total tariff to 52 percent, up from the previous 15 percent.
Traders fear that the imposition of the tariff could reduce Bangladesh's export capability to the US, the country's main export market.
However, the Trump administration has suspended the imposition of additional tariffs for 90 days following a request from the chief advisor.

""The credit cards we use, Google, Facebook, the international banking system, these are the services of the United States. They do not take into account the export of these services.""

Bashir Uddin said the issues would be raised in the top-level discussion ahead between the two countries, underlining the trade deficit as an important issue for Bangladesh as the US is the single largest buyer of the country’s export goods.
                    ","16 Apr 2025, 06:25 PM",business
" Shares fall in Asia as Nvidia curbs fan worries, gold hits record ","
                        
                        
                        Shares fell in Asia on Wednesday as AI darling Nvidia took a hit from US curbs on chip sales to China, highlighting the damage to come in a tit-for-tat global trade war, while gold hit a record and the dollar stayed under pressure.
Data showed that China's economy grew 5.4 percent in the first quarter from a year earlier, beating expectations, although trade tensions with the US have clouded the outlook.
Overnight, President Donald Trump ordered a probe into potential new tariffs on all US critical minerals imports, on top of reviews into pharmaceutical and chip imports. Beijing is continuing to play hardball, having reportedly ordered airlines to suspend deliveries of Boeing aircraft.
Treasury yields were steady ahead of a key speech from Federal Reserve Chair Jerome Powell later in the day. Fed Governor Christopher Waller already sounded dovish and the expectation is Powell will echo the recent messages from his colleagues amid the tariff chaos.
S&P 500 futures fell 0.8 percent while Nasdaq futures slumped 1.4 percent. That was due to a 6 percent plunge in Nvidia shares in after-hours trading, which erased a total of $160 billion in its market cap.
The chip giant is facing $5.5 billion in charges after the US government limited exports of its H20 artificial intelligence chip to China, a key market for one of its most popular chips.
""This disclosure is a clear sign that Nvidia now has massive restrictions and hurdles in selling to China,"" said Daniel Ives, analyst at Wedbush Securities.
""The Street will take this news with clear nervousness, worried these are the first shots fired in the tech battle between the US and China and Beijing/Xi are not just going to take this news and walk away.""
On Wednesday, MSCI's broadest index of Asia-Pacific shares outside Japan fell 0.9 percent, snapping a four-day winning streak. Japan's Nikkei slipped 0.5 percent.
Chinese blue chips fell 0.6 percent, while Hong Kong's Hang Seng slid 1.6 percent. Chinese semiconductor shares, however, rallied with Hua Hong Semi up 4 percent and SMIC 1 percent higher.
""Both countries seem to believe they have the upper hand, potentially prolonging the current stalemate for months to come,"" said analysts at PGIM Fixed Income in a note to clients.
""China appears to have no intention of climbing down from its current stance on tariffs and instead views the current trade dynamics as an opportunity to make inroads with countries that export to the US.""
The White House said Trump is open to making a trade deal with China but Beijing should make the first move.
GOLD SHINES
All of the uncertainties left gold in an unstoppable position, with the bullion up 1.2 percent to hit another record high of $3,266.65 per ounce.
ANZ on Wednesday updated their forecast for gold to hit $3,600 an ounce by the year-end, arguing that the risk-off purchases for the asset are yet to pick up.
US Treasuries found some love after an epic sell-off last week, helped in part by Trump's tariff reversals.
The benchmark 10-year yield was steady at 4.325 percent, well off the recent high of 4.592 percent. The 30-year yield was little changed at 4.777 percent, also some 25 basis points lower from the high seen last week.
In the currency markets, the dollar was on the back foot again, with the euro up 0.3 percent to $1.1316 and the yen 0.3 percent higher at 142.84 per dollar.
Bank of Japan Governor Kazuo Ueda told the Sankei newspaper that the central bank may need to take policy action if US tariffs hurt the Japanese economy, signalling the potential to pause the bank's rate-hike cycle.
Oil prices were marginally higher. Brent inched up 0.2 percent at $64.79 a barrel, while US crude also rose 0.2 percent to $61.42 per barrel.
                    ","16 Apr 2025, 12:06 PM",business
 Nvidia faces $5.5 billion charge as US restricts chip sales to China ,"
                        
                        
                        Nvidia on Tuesday said it would take $5.5 billion in charges after the US government limited exports of its H20 artificial intelligence chip to China, a key market for one of its most popular chips.

 

Nvidia's AI chips have been a key focus of US export controls as US officials have moved to keep the most advanced chips from being sold to China as the US tries to keep ahead in the AI race. After those controls were implemented, Nvidia began designing chips that would come as close as possible to US limits.

 

Nvidia shares were down about 6% in after-hours trading.

 

A US Commerce Department spokesperson said late on Tuesday that it was issuing new licensing requirements for exports of chips including Nvidia's H20, AMD's MI308 and their equivalents.

 

""The Commerce Department is committed to acting on the President's directive to safeguard our national and economic security,"" said the spokesperson of the department that oversees US export controls.

 

AMD did not immediately respond to a request for comment. Its shares were down 7% in after-hours trading.

 

For Nvidia, the H20 is its most advanced chip available for sale in China and is central to its efforts to stay engaged with China's booming AI industry. Chinese companies including Tencent 0700.HK, Alibaba 9988.HK and TikTok parent ByteDance had been ramping up orders for H20 chips due to booming demand for low-cost AI models from startup DeepSeek, Reuters reported in February.

 

While the H20 chip is not as fast at training AI models as Nvidia's chips for sale outside China, it is competitive with some of those chips at a step known as inference, where AI models serve up answers to users. Inference is fast becoming the biggest part of the AI chip market. Nvidia CEO Jensen Huang last month argued that Nvidia is well positioned to dominate that shift.

 

But Nvidia said on Tuesday that the US government was restricting H20 sales to China because of the risk the chips could be used in a supercomputer. While the H20 has lower computing capabilities than other Nvidia chips, its ability to connect to memory chips and other computing chips at high speeds is still high.

 

Those memory and connectivity aspects could make the H20 useful in building supercomputers in China, and the US has placed restrictions on selling chips for use in supercomputers in China since 2022. The Institute for Progress, a nonpartisan think tank in Washington, D.C., on Tuesday argued for restricting H20 chips, writing that Chinese firms were likely already building such systems.

 

""At least one of the buyers, Tencent, has already installed H20s in a facility used to train a large model, very likely in breach of existing controls restricting the usage of chips in supercomputers exceeding certain thresholds. DeepSeek’s supercomputer used to train their V3 model is also likely in breach of the same restrictions,"" the group wrote.

 

Nvidia said on Tuesday that the US government informed it on April 9 that the H20 chip would require a license to be exported to China and on April 14 it told Nvidia those rules would be in place indefinitely.

 

It is unclear how many, if any, of those licenses the US government might grant.

 

Nvidia declined to comment beyond its filing.

 

The $5.5 billion in charges are associated with H20 products for inventory, purchase commitments and related reserves, Nvidia said.

 

The news comes after Nvidia said on Monday it was planning to build AI servers worth as much as $500 billion in the US over the next four years with help from partners such as TSMC, in step with the Trump administration's push for local manufacturing.
                    ","16 Apr 2025, 10:14 AM",tech
 Wall Street ends down slightly; tariff uncertainty keeps investors on edge ,"
                        
                        
                        US stocks ended slightly lower on Tuesday as tariff uncertainty stayed high and shares of consumer and healthcare companies eased, while upbeat results from banks provided some support.

Shares of Bank of America and Citigroup rose following their results.

Still, bank executives warned that US consumer spending faces huge risks if the upheaval sparked by President Donald Trump's trade policy goes on.

Among the biggest weights on the Dow was Boeing. The stock fell 2.4% after Bloomberg reported, citing people familiar with the matter, that China has ordered its airlines not to take further deliveries of Boeing jets in response to the US decision to impose 145% tariffs on Chinese goods.

Federal Register filings on Monday showed the Trump administration was also proceeding with probes into imports of pharmaceuticals and semiconductors, as part of a bid to impose tariffs on the sectors.

Trump's April 2 announcement of sweeping tariffs sparked turmoil in the market and fueled worries about a global trade war and possible recession. Trading has been more subdued this week, but investors have been unable to focus on much else.

""Earnings have been pretty good, but this is a market that's just beset by tariff and trade uncertainty and those are really the only catalysts that matter at this point,"" said Ross Mayfield, investment strategist at Baird in Louisville, Kentucky.

""On a day where you're bereft of those (catalysts), it's kind of a wayward market, and we're seeing that today.""

Johnson & Johnson's shares ended down 0.5% after the company missed estimates for sales of medical devices, despite beating Wall Street estimates for first-quarter revenue and profit.

Barclays on Tuesday downgraded the US auto and mobility sector, saying Trump's tariffs could pressure automakers' earnings. Shares of Ford closed down 2.7% while shares of General Motors fell 1.3% and the S&P consumer discretionary index slipped 0.8%.

The Dow Jones Industrial Average fell 155.83 points, or 0.38%, to 40,368.96, the S&P 500 lost 9.34 points, or 0.17%, to 5,396.63 and the Nasdaq Composite lost 8.32 points, or 0.05%, to 16,823.17.

Also in the healthcare space, shares of Merck & Co ended 1% lower.

Bank of America topped estimates for first-quarter profit as interest income grew, and its shares ended up 3.6%.

S&P 500 companies have just begun to report results for the quarter ended March 31, but changes in US trade policy are muddying the outlook and executives could be reluctant to give earnings guidance.

""As far as the results from Q1, those basically occurred in a world that doesn't really exist anymore,"" Mayfield said. ""It's going to be about guidance, and I expect a lot of companies to just kind of punt and rescind their guidance.""

Johnson & Johnson's chief executive said that tariffs on pharmaceuticals can create supply-chain disruptions and that favorable tax policies would be a more effective tool to boost US manufacturing capacity of both drugs and medical devices.

Strategists also are paying close attention to their technical charts after the S&P 500's 50-day moving average slipped below the 200-DMA on Monday, producing a ""death cross"" pattern that suggests a short-term correction could turn in to a longer-term downtrend.

The S&P 500 remains down 12.2% from its February 19 record-high close and down about 8% for the year to date.

Advancing issues outnumbered decliners by a 1.29-to-1 ratio on the NYSE. There were 49 new highs and 67 new lows on the NYSE.

On the Nasdaq, 2,399 stocks rose and 2,003 fell as advancing issues outnumbered decliners by a 1.2-to-1 ratio.

The S&P 500 posted 2 new 52-week highs and one new low while the Nasdaq Composite recorded 27 new highs and 95 new lows.

Volume on US exchanges was 15 billion shares, compared with the roughly 19 billion average for the full session over the last 20 trading days.
                    ","16 Apr 2025, 09:58 AM",business
 Bangladesh hikes bottled soyabean oil prices by Tk 14 a litre ,"
                        
                        
                        The interim government has raised the price of soyabean oil by Tk 14 per litre based on global market conditions and the tariff commission's formula, according to Commerce Advisor Sheikh Bashir Uddin.

The price of bottled soyabean oil has been set at Tk 189 per litre, while unpackaged oil will cost Tk 169 a litre.

The price of bottled soyabean oil was previously raised to Tk 175 per litre on Dec 9.

On Sunday, Bashir Uddin said: “We’ve revised the prices of soybean oil based on the international market and tariff commission formula.”

“According to the formula, each litre of [soyabean] oil costs Tk 197. But we set the price after discussing it with industry stakeholders.”

Citing the withdrawal of tax exemption benefits as the reason for the price hike, the advisor said, ""The government exempted tax for cooking oil. This caused a Tk 5.5 billion drop in revenue collection per month.""

“We have limitations in granting revenue exemptions to meet operating expenses of the government. A tax exemption of about Tk 20 billion was granted with Ramadan in mind. The tax exemption for soyabean oil has been withdrawn for now.""

The government's decision to cut cooking oil excise duty before Ramadan to keep the prices affordable expired on Mar 31. Mill owners proposed raising prices before that, suggesting a Tk 18 hike for bottled and Tk 13 for loose soyabean oil.

The traders announced that the new prices have been effective from Apr 1, the day after the tax exemption on cooking oil had expired.

On Mar 27, the mill owners’ organisation sent a letter to the commerce ministry and Bangladesh Trade and Tariff Commission.

At the end of the Eid holidays, the traders discussed oil prices with the government last week.
                    ","15 Apr 2025, 04:02 PM",business
" At China's largest trade fair, exporters say US markets are 'frozen' ","
                        
                        
                        Candice Li says that after Washington raised tariffs on Chinese goods by 145 percent, US orders for the medical devices her firm is making have vanished.

""It's a matter of life and death because 60-70 percent of our business is with American clients,"" said Li, marketing manager of Conmo Electronic Co. ""Goods cannot be exported and money cannot be collected. This is very severe.""

Li was at her firm's booth at the Canton Fair, China's biggest trade expo held twice-a-year in the southern city of Guangzhou, where more than 30,000 exhibitors showcase their products over an area larger than 200 football fields.

This was the first such fair China has held since US President Donald Trump slapped tariffs in excess of 100 percent on China and of at least 10 percent on the rest of the world earlier this month.

Most exporters Reuters spoke with said US orders, which for firms like Li's are vital, have either been delayed or stopped coming - a bad sign for the world's second-largest economy, whose growth last year relied heavily on running a trillion-dollar trade surplus.

No other country comes close to matching China's sales of more than $400 billion in goods to the US each year.


And while Trump's tariffs on the rest of the world are much lower, they are likely to curb global demand in coming months - and implicitly, the appetite for Chinese goods in other countries.

Kobe Huang, sales representative at Shenzhen Landun Environmental Technology, which makes water filters and smart toilets, says that for now, European sales are up, but the US market is ""frozen.""

US customers and distributors haven't cancelled orders, he said. ""They have asked us to hold on. We are holding on.""

US importer Levy Spence, president of Air Esscentials, was browsing for the scented products on offer at the fair, but had no particular plan for purchases, because ""every day I wake up, I feel like it's a different tariff.""

""Prices are going to go up,"" he said. ""Even for the stuff that we source in the United States, a lot of the raw materials are sourced from around the world. It's not just the China tariffs.""

Organisers said about 170,000 overseas buyers had registered as of April 8 for this month's fair, compared with a record final attendance of 253,000 at the previous edition, which concluded in November. About 10 percent of those were from the US and Europe, down from roughly 20 percent last time.

The fair takes place April 15-May 5. Deals at the previous edition totalled $25 billion, local media said.

DIVERSIFICATION

Many exporters said they have been either diversifying their production bases outside China, or the markets they sell to, away from the United States.

Henry Han, sales manager at Apexto Electronics Co, which makes SSD and micro SD flash drives, says the US market only accounts for 10 percent of direct sales, down from 30 percent before the pandemic. Many of their customers take shipments of components for final assembly in a third country to avoid the tariffs.

Apexto undertook a study last year to see if it can shift production to Vietnam or the Philippines to avoid direct impact from US tariffs, but Han said these plans were now on ice because these countries may also face high levies.

Trump, on April 2, slapped a 46 percent tariff on Vietnam and 17 percent levy on the Philippines before paring those back to 10 percent for the next three months as he begins bilateral negotiations on trade with about 75 different countries.

Sales manager David Du, from speaker maker Zealot, said an order from Skechers for 30,000 speakers to be distributed to their US stores was put on hold after Trump's tariffs. But he said he can rely on other markets.

Zealot got a big and unexpected break in 2015, when an all-in-one speaker, power bank and emergency flashlight became a hit in Nigeria, now a market twice as big as the US, accounting for 40 percent of total sales and taking in 45 containers monthly.

""We are as big as JBL"" in Nigeria, Du said, referring to the Californian audio equipment brand.

Li, from the medical devices maker, said her firm cannot find new markets overnight. She fears Conmo will soon have to cut working hours, and eventually, staffing levels.

""I worry that if the situation remains deadlocked, and neither side gives in, the ones who will ultimately suffer are the ordinary people,"" said Li.

""How will their salaries be paid? There will be unemployment.""
                    ","15 Apr 2025, 03:46 PM",business
